JAHR_STA	KANTON	B003_GESCHLECHT_KBEZ	age_group	JAHRESFRANCHISE_E	JAHRESFRANCHISE_K	ANZAHL_VERS_MONATE	ANZAHL_VERS
2021	AR	w	36-45	300	0	2204.056261899099	196.22303945291787
2021	AR	w	36-45	500	0	986.5497403866798	89.61185700679198
2021	AR	w	36-45	1000	0	532.7496644947678	45.58292643772438
2021	AR	w	36-45	1500	400	984.1238992884755	90.73172885132954
2021	AR	w	36-45	2000	0	597.379653474316	50.1422847523354
2021	AR	w	36-45	2500	600	2181.0095455251635	197.39913754258305
2021	AR	w	46-55	300	0	2620.8078997169437	228.86515921307728
2021	AR	w	46-55	500	0	973.6128629027307	85.24174223514274
2021	AR	w	46-55	1000	0	419.2610718533397	NA
2021	AR	w	46-55	1500	400	1065.7194702513516	93.26623086631298
2021	AR	w	46-55	2000	0	368.261013276875	NA
2021	AR	w	46-55	2500	600	1713.3222525335104	155.72746888175607
2021	AR	w	46-55	300	0	3780.3576984292267	328.069937155582
2021	AR	w	46-55	500	0	848.3411709275097	77.23577848868445
2021	AR	w	46-55	1000	0	611.8906273369491	55.966918957885355
2021	AR	w	46-55	1500	400	1120.130054820329	94.5052605108358
2021	AR	w	46-55	2000	0	517.3148507010192	43.37114614341408
2021	AR	w	46-55	2500	600	1924.7621117337048	166.8803080599755
2021	AR	w	56-65	300	0	4427.636152019203	377.2272308752872
2021	AR	w	56-65	500	0	1315.2853563968092	110.30590954609215
2021	AR	w	56-65	1000	0	755.2907136310637	65.97543090349063
2021	AR	w	56-65	1500	400	1146.356212547049	99.78572998242453
2021	AR	w	56-65	2000	0	359.48984193988144	NA
2021	AR	w	56-65	2500	600	1817.129944179207	160.5368968755938
2021	AR	w	56-65	300	0	4120.803928249553	351.3932723882608
2021	AR	w	56-65	500	0	1021.1792446877807	89.09619452711195
2021	AR	w	56-65	1000	0	464.04422738961875	42.875618325546384
2021	AR	w	56-65	1500	400	730.0237863976508	61.98443184327334
2021	AR	w	56-65	2000	0	291.93995040655136	NA
2021	AR	w	56-65	2500	600	1107.6046344670654	94.51309287082404
2021	AR	w	66-75	300	0	4320.98658603698	367.70190138788894
2021	AR	w	66-75	500	0	936.2240298564732	78.95613541081548
2021	AR	w	66-75	1000	0	396.9660868998617	NA
2021	AR	w	66-75	1500	400	529.6000052373856	44.08131437283009
2021	AR	w	66-75	2000	0	213.41334003582597	NA
2021	AR	w	66-75	2500	600	659.1220508776605	57.102651867549866
2021	AR	w	66-75	300	0	3950.761055168882	336.1418223516084
2021	AR	w	66-75	500	0	816.9502374529839	72.66170148272067
2021	AR	w	66-75	1000	0	379.728322642073	NA
2021	AR	w	66-75	1500	400	211.19290302693844	NA
2021	AR	w	66-75	2000	0	149.8191856238991	NA
2021	AR	w	66-75	2500	600	315.08687288314104	NA
2021	AR	w	76-	300	0	3386.5501202254	290.2120619812049
2021	AR	w	76-	500	0	488.6542660524696	NA
2021	AR	w	76-	1000	0	158.54293445125222	NA
2021	AR	w	76-	1500	400	121.37113594450057	NA
2021	AR	w	76-	2000	0	86.00854368321598	NA
2021	AR	w	76-	2500	600	178.69729515351355	NA
2021	AR	w	76-	300	0	5206.473728290126	469.28158438112587
2021	AR	w	76-	500	0	534.3520909398794	48.337418790441006
2021	AR	w	76-	1000	0	138.0342505965382	NA
2021	AR	w	76-	1500	400	175.09150158017874	NA
2021	AR	w	76-	2000	0	23.220470309257507	NA
2021	AR	w	76-	2500	600	80.352777807042	NA
2021	AR	w	76-	300	0	1752.2711136005819	166.70316739939153
2021	AR	w	76-	500	0	133.76417789787055	NA
2021	AR	w	76-	1000	0	43.79340217925608	NA
2021	AR	w	76-	1500	400	51.974285300448535	NA
2021	AR	w	76-	2500	600	-8.410104006528854	NA
2021	BE	m	0-18	0	200	812.9728812675178	85.72430303739384
2021	BE	m	0-18	300	0	53068.954707357065	4706.0319296605885
2021	BE	m	0-18	1500	400	499.9665224921703	43.875980246346444
2021	BE	m	0-18	2500	600	1218.723500602469	110.02552332682535
2021	BE	m	19-25	300	0	8054.790573189035	760.2198886312544
2021	BE	m	19-25	500	0	586.0950274626911	52.79276351397857
2021	BE	m	19-25	1000	0	535.6533478982747	51.404591500759125
2021	BE	m	19-25	1500	400	1435.1507198675722	131.59074203204364
2021	BE	m	19-25	2000	0	647.9534332339466	65.68172721844167
2021	BE	m	19-25	2500	600	10604.400004450232	1023.2249811631627
2021	BE	m	26-35	300	0	5676.161080237105	545.4217385230586
2021	BE	m	26-35	500	0	583.5433327890188	54.92112309997901
2021	BE	m	26-35	1000	0	784.2539403671772	74.25581445544958
2021	BE	m	26-35	1500	400	1363.3483219687641	125.07768419478089
2021	BE	m	26-35	2000	0	603.9878324512392	53.33339123800397
2021	BE	m	26-35	2500	600	14707.39887396887	1385.6347159994766
2021	BE	m	26-35	300	0	6613.798671670258	610.7214414947666
2021	BE	m	26-35	500	0	914.5653931655735	87.68024208629504
2021	BE	m	26-35	1000	0	737.2759385436028	65.54000971419737
2021	BE	m	26-35	1500	400	1386.4086954612285	125.74256986472756
2021	BE	m	26-35	2000	0	891.9021556589007	81.37442049290985
2021	BE	m	26-35	2500	600	18909.955846624078	1719.4194716140628
2021	BE	m	36-45	300	0	5987.841813351586	539.3770904308185
2021	BE	m	36-45	500	0	1367.3497313577682	115.84549285611138
2021	BE	m	36-45	1000	0	1042.7041057369113	86.87553746113554
2021	BE	m	36-45	1500	400	1720.2600746115297	153.90238975407556
2021	BE	m	36-45	2000	0	1152.296480222717	102.89263982325792
2021	BE	m	36-45	2500	600	16796.390644463972	1497.079353671521
2021	BE	m	36-45	300	0	6503.093768090904	576.9141610665247
2021	BE	m	36-45	500	0	1501.1585251763463	130.73685304773971
2021	BE	m	36-45	1000	0	1027.1632225673645	89.42958209849894
2021	BE	m	36-45	1500	400	2095.9015815760195	180.28823821386322
2021	BE	m	36-45	2000	0	1265.9196117475628	103.23391193244606
2021	BE	m	36-45	2500	600	14261.894503947124	1250.995740922168
2021	BE	m	46-55	300	0	7352.8487492097165	636.2353627830744
2021	BE	m	46-55	500	0	1912.34754512012	164.59744822140783
2021	BE	m	46-55	1000	0	1361.0307066762448	113.05044659413397
2021	BE	m	46-55	1500	400	2073.0826835569737	175.99708744697273
2021	BE	m	46-55	2000	0	1602.1512446229906	134.93042233074084
2021	BE	m	46-55	2500	600	10908.573356791065	955.1445073694922
2021	BE	m	46-55	300	0	9354.62156283848	808.8626744574867
2021	BE	m	46-55	500	0	2986.42109331511	258.57768115308136
2021	BE	m	46-55	1000	0	1355.005788309872	116.76658861059695
2021	BE	m	46-55	1500	400	2699.0990752924235	228.70953434193507
2021	BE	m	46-55	2000	0	1736.935307364762	149.08449709462002
2021	BE	m	46-55	2500	600	11707.539663529546	1018.3284513074905
2021	BE	m	56-65	300	0	10783.049694674537	924.4644562127069
2021	BE	m	56-65	500	0	3630.486630656719	304.30985450651497
2021	BE	m	56-65	1000	0	1564.7312648571283	130.75025295792148
2021	BE	m	56-65	1500	400	2595.1112484317273	225.3932341253385
2021	BE	m	56-65	2000	0	1401.9900759507716	125.37319576833397
2021	BE	m	56-65	2500	600	9555.759802059605	821.1885290285572
2021	BE	m	56-65	300	0	10562.493583304285	900.0016705067828
2021	BE	m	56-65	500	0	3144.1124453242123	268.976956540253
2021	BE	m	56-65	1000	0	1200.479272402376	101.38102941587567
2021	BE	m	56-65	1500	400	2310.6136491943894	190.72931246319786
2021	BE	m	56-65	2000	0	943.2128800116479	81.77079465286806
2021	BE	m	56-65	2500	600	5620.139220827296	488.00573009764776
2021	BE	m	66-75	300	0	9416.016019879804	801.3503821427003
2021	BE	m	66-75	500	0	2873.27941249907	246.78701306693256
2021	BE	m	66-75	1000	0	940.2878916277737	78.69039240013808
2021	BE	m	66-75	1500	400	1299.76450181216	111.77529850136489
2021	BE	m	66-75	2000	0	544.1583704035729	44.94654429657385
2021	BE	m	66-75	2500	600	2846.946502253413	239.72823698073626
2021	BE	m	66-75	300	0	7721.699843652696	660.9460087916814
2021	BE	m	66-75	500	0	2627.8442693779616	221.49365521036088
2021	BE	m	66-75	1000	0	657.259895343408	54.61467636283487
2021	BE	m	66-75	1500	400	822.9611804258078	71.72362729813904
2021	BE	m	66-75	2000	0	276.9170130379498	NA
2021	BE	m	66-75	2500	600	1531.2344427587093	129.92553670238703
2021	BE	m	76-	300	0	5531.901455525533	478.8327806419693
2021	BE	m	76-	500	0	1795.8417202991247	146.3107524816878
2021	BE	m	76-	1000	0	344.55400866121056	NA
2021	BE	m	76-	1500	400	279.9070318825543	NA
2021	BE	m	76-	2000	0	172.25126916915178	NA
2021	BE	m	76-	2500	600	470.1468600332737	43.08678123448044
2021	BE	m	76-	300	0	4752.301763549522	416.7811118327081
2021	BE	m	76-	500	0	1153.4829166191817	98.36263540992513
2021	BE	m	76-	1000	0	211.727578837499	NA
2021	BE	m	76-	1500	400	214.70201143167913	NA
2021	BE	m	76-	2000	0	39.04789260774851	NA
2021	BE	m	76-	2500	600	257.01355774886906	NA
2021	BE	m	76-	300	0	698.0622579216957	66.03208788577467
2021	BE	m	76-	500	0	159.83429432675243	NA
2021	BE	m	76-	1000	0	-5.27226055637002	NA
2021	BE	m	76-	1500	400	39.6206527389586	NA
2021	BE	m	76-	2000	0	16.7472684122622	NA
2021	BE	w	0-18	0	200	965.0527134055644	85.30556068290025
2021	BE	w	0-18	300	0	50750.32294071443	4483.858833571896
2021	BE	w	0-18	1500	400	527.9647650562972	52.69960969220847
2021	BE	w	0-18	2500	600	1249.274401981756	113.39194141793996
2021	BE	w	19-25	300	0	10384.853536978886	949.1694293092005
2021	BE	w	19-25	500	0	828.9032372068614	74.75123440893367
2021	BE	w	19-25	1000	0	728.0223519856482	65.88305535865948
2021	BE	w	19-25	1500	400	1298.6262499255688	111.93631993839517
2021	BE	w	19-25	2000	0	662.3830607037992	59.13045109109953
2021	BE	w	19-25	2500	600	8534.668675543964	782.0256649237126
2021	BE	w	26-35	300	0	9901.28225170277	915.451255469583
2021	BE	w	26-35	500	0	1359.26297687985	129.03627659427002
2021	BE	w	26-35	1000	0	804.0732555378229	73.02144106291234
2021	BE	w	26-35	1500	400	1242.4631410110742	112.0730484337546
2021	BE	w	26-35	2000	0	766.6617494375258	71.51503511006013
2021	BE	w	26-35	2500	600	13924.342310654521	1293.1220527822152
2021	BE	w	26-35	300	0	12133.387107818648	1094.553226644639
2021	BE	w	26-35	500	0	1599.2315965420007	143.79713591793552
2021	BE	w	26-35	1000	0	882.2321885190904	72.78207275317982
2021	BE	w	26-35	1500	400	1399.6767601888628	129.89798016194254
2021	BE	w	26-35	2000	0	886.0720846277476	85.8900329452008
2021	BE	w	26-35	2500	600	17325.31396836564	1546.786159670446
2021	BE	w	36-45	300	0	12004.109075599685	1048.8471656539477
2021	BE	w	36-45	500	0	2949.374932659939	255.89853409910575
2021	BE	w	36-45	1000	0	1479.3802428554743	130.91235963674262
2021	BE	w	36-45	1500	400	2076.4899477288127	181.83036276558414
2021	BE	w	36-45	2000	0	1308.0499223414063	109.5220606168732
2021	BE	w	36-45	2500	600	14525.322408617734	1294.8413467560895
2021	BE	w	36-45	300	0	10513.01088766627	914.351706398651
2021	BE	w	36-45	500	0	2893.897966339141	248.87501279171556
2021	BE	w	36-45	1000	0	1210.7843759767711	101.58398890588433
2021	BE	w	36-45	1500	400	2414.861919654831	208.3968267235905
2021	BE	w	36-45	2000	0	1225.3252299438418	105.41573134530336
2021	BE	w	36-45	2500	600	10695.191849467381	933.4068032396026
2021	BE	w	46-55	300	0	10467.247030005083	898.5329395276494
2021	BE	w	46-55	500	0	3731.0923241707683	314.4640249409713
2021	BE	w	46-55	1000	0	1603.8332120943815	136.16618567612022
2021	BE	w	46-55	1500	400	2100.6826718430966	176.73146063555032
2021	BE	w	46-55	2000	0	1216.4852545389533	104.25097604235634
2021	BE	w	46-55	2500	600	9113.207682480514	784.3370457971469
2021	BE	w	46-55	300	0	15093.401668119877	1291.777417212259
2021	BE	w	46-55	500	0	4579.435003555641	395.2299436083995
2021	BE	w	46-55	1000	0	1798.8270803913474	152.47122787684202
2021	BE	w	46-55	1500	400	2642.537996866107	227.8123922436498
2021	BE	w	46-55	2000	0	1157.437025828287	98.22335833776742
2021	BE	w	46-55	2500	600	9092.427965469435	779.2578610861674
2021	BE	w	56-65	300	0	15544.977309022845	1331.6362026701681
2021	BE	w	56-65	500	0	5383.100951912701	450.3950090603903
2021	BE	w	56-65	1000	0	1761.004253351614	155.25594935845584
2021	BE	w	56-65	1500	400	2408.4964411072433	198.8824043381028
2021	BE	w	56-65	2000	0	1009.6200983561575	87.6003623213619
2021	BE	w	56-65	2500	600	7842.545645177737	671.5931596234441
2021	BE	w	56-65	300	0	13074.474315607324	1118.7497821240686
2021	BE	w	56-65	500	0	4119.587544103563	350.2047500908375
2021	BE	w	56-65	1000	0	1348.7218720044941	115.20852751890197
2021	BE	w	56-65	1500	400	1627.553491037339	140.70012062322348
2021	BE	w	56-65	2000	0	685.5773817845434	56.45781103381887
2021	BE	w	56-65	2500	600	4854.550511878952	415.543379181996
2021	BE	w	66-75	300	0	10289.946372496932	874.5713862231933
2021	BE	w	66-75	500	0	3700.9025295996667	310.87270667636767
2021	BE	w	66-75	1000	0	1048.1463743830473	92.6227343226783
2021	BE	w	66-75	1500	400	969.8479729872197	78.49957194551826
2021	BE	w	66-75	2000	0	532.0738203171641	43.24115602253005
2021	BE	w	66-75	2500	600	2566.9261858891696	219.73062382359058
2021	BE	w	66-75	300	0	8929.41723422356	755.2762946039438
2021	BE	w	66-75	500	0	2802.1561378468573	237.9183749826625
2021	BE	w	66-75	1000	0	646.079756738916	52.65554749686271
2021	BE	w	66-75	1500	400	627.6973221134394	52.229543873574585
2021	BE	w	66-75	2000	0	197.89816883392632	NA
2021	BE	w	66-75	2500	600	1316.7964588262141	111.36950459936634
2021	BE	w	76-	300	0	7239.122657106594	607.8815862364136
2021	BE	w	76-	500	0	1724.169347994402	148.2111506862566
2021	BE	w	76-	1000	0	327.52676047571003	NA
2021	BE	w	76-	1500	400	347.6880909036845	NA
2021	BE	w	76-	2000	0	22.300379797816277	NA
2021	BE	w	76-	2500	600	394.4129955302924	NA
2021	BE	w	76-	300	0	7192.731384892911	632.2922287140973
2021	BE	w	76-	500	0	1417.3988174108415	117.27839475916699
2021	BE	w	76-	1000	0	263.9111525814235	NA
2021	BE	w	76-	1500	400	276.2296735608578	NA
2021	BE	w	76-	2000	0	23.601455518975854	NA
2021	BE	w	76-	2500	600	183.86788886643947	NA
2021	BE	w	76-	300	0	1714.9984914198517	161.32246102020144
2021	BE	w	76-	500	0	200.41874915219844	NA
2021	BE	w	76-	1000	0	8.875950900018214	NA
2021	BE	w	76-	2500	600	21.06512780673802	NA
2021	BL	m	0-18	0	200	830.7703932292759	78.8888120832853
2021	BL	m	0-18	300	0	47219.42668889254	4233.906793081667
2021	BL	m	0-18	1500	400	278.50535911880434	NA
2021	BL	m	0-18	2500	600	1088.8119958774	98.14297591801733
2021	BL	m	19-25	300	0	6480.387893199101	605.6943025398068
2021	BL	m	19-25	500	0	539.4801248718799	50.64554011169821
2021	BL	m	19-25	1000	0	533.4121872838587	50.89177212910727
2021	BL	m	19-25	1500	400	829.7297301617265	84.23333799093962
2021	BL	m	19-25	2000	0	232.1512346751988	NA
2021	BL	m	19-25	2500	600	6391.662349105552	611.0798587277532
2021	BL	m	26-35	300	0	3473.4871245076506	330.7667623013258
2021	BL	m	26-35	500	0	442.9122691130638	NA
2021	BL	m	26-35	1000	0	319.7544209112972	NA
2021	BL	m	26-35	1500	400	625.8302269820124	58.727569967508316
2021	BL	m	26-35	2000	0	377.52693755067884	NA
2021	BL	m	26-35	2500	600	5772.596305789053	560.8097508419305
2021	BL	m	26-35	300	0	3645.3370597378166	332.5311288475059
2021	BL	m	26-35	500	0	859.4411377920956	78.27678165305406
2021	BL	m	26-35	1000	0	467.0462593907863	45.429996013175696
2021	BL	m	26-35	1500	400	621.9110881954432	56.954828679095954
2021	BL	m	26-35	2000	0	385.77074726194144	NA
2021	BL	m	26-35	2500	600	8483.63551882021	798.4397883038037
2021	BL	m	36-45	300	0	3746.9867920343577	339.9272992052138
2021	BL	m	36-45	500	0	906.6700097371638	83.67408712161705
2021	BL	m	36-45	1000	0	590.0970998890698	52.51645601866767
2021	BL	m	36-45	1500	400	834.8942218646407	76.26669461466372
2021	BL	m	36-45	2000	0	630.4672609070689	59.83562080189586
2021	BL	m	36-45	2500	600	10092.528578956202	934.2507507950068
2021	BL	m	36-45	300	0	4093.7480483888094	357.48797974409536
2021	BL	m	36-45	500	0	1279.9325759708881	109.29806070681661
2021	BL	m	36-45	1000	0	481.31534510850906	43.284705182071775
2021	BL	m	36-45	1500	400	1191.1691873338073	104.1173003828153
2021	BL	m	36-45	2000	0	802.1406099028885	68.13542272150517
2021	BL	m	36-45	2500	600	9394.450958551093	835.933986779768
2021	BL	m	46-55	300	0	4664.4366974190625	407.52467608917505
2021	BL	m	46-55	500	0	1436.0826033085584	125.00005368096754
2021	BL	m	46-55	1000	0	794.4143064394593	68.78922683000565
2021	BL	m	46-55	1500	400	1695.5956284939498	143.54738284507766
2021	BL	m	46-55	2000	0	858.5692019276321	74.26852166419849
2021	BL	m	46-55	2500	600	9058.066272087694	792.2406910746358
2021	BL	m	46-55	300	0	5836.5506496170165	512.6976843411103
2021	BL	m	46-55	500	0	2046.4218415079267	172.36985151516274
2021	BL	m	46-55	1000	0	1032.7069513484835	89.31821479927748
2021	BL	m	46-55	1500	400	1821.0563608948141	151.67568816524
2021	BL	m	46-55	2000	0	901.6160562861711	79.31609115749598
2021	BL	m	46-55	2500	600	7806.83538231574	673.437805633992
2021	BL	m	56-65	300	0	6388.929019162506	541.7644981304184
2021	BL	m	56-65	500	0	2557.652991942689	215.81904230825603
2021	BL	m	56-65	1000	0	788.715971257165	67.02027012780309
2021	BL	m	56-65	1500	400	1940.1143969528378	172.75916658109054
2021	BL	m	56-65	2000	0	766.9691727887839	64.00422178767622
2021	BL	m	56-65	2500	600	5446.285893800855	477.52509722393006
2021	BL	m	56-65	300	0	6119.5514393401145	525.7886947290972
2021	BL	m	56-65	500	0	2644.06220060505	229.44596140412614
2021	BL	m	56-65	1000	0	886.85172745727	74.99875361472368
2021	BL	m	56-65	1500	400	1472.1264003568142	124.57835713587701
2021	BL	m	56-65	2000	0	566.9814042113721	50.89049650589004
2021	BL	m	56-65	2500	600	3143.865207980946	269.33525716140866
2021	BL	m	66-75	300	0	4792.332634239047	411.95488414913416
2021	BL	m	66-75	500	0	1819.1882415871323	151.94595263293013
2021	BL	m	66-75	1000	0	513.6973039904982	48.96112985583022
2021	BL	m	66-75	1500	400	873.3169346880912	75.58624337613583
2021	BL	m	66-75	2000	0	356.7319252714515	NA
2021	BL	m	66-75	2500	600	1801.4238808889686	153.69319851882756
2021	BL	m	66-75	300	0	4215.297574359924	359.8754596076906
2021	BL	m	66-75	500	0	1619.8641058720648	134.52478268370032
2021	BL	m	66-75	1000	0	359.2443118340522	NA
2021	BL	m	66-75	1500	400	541.634482125342	46.479073023889214
2021	BL	m	66-75	2000	0	101.75970983505249	NA
2021	BL	m	66-75	2500	600	931.9798157773912	82.20178642915562
2021	BL	m	76-	300	0	3133.069398207888	265.8310209917836
2021	BL	m	76-	500	0	1127.646850874126	97.93601929582655
2021	BL	m	76-	1000	0	258.7818071439117	NA
2021	BL	m	76-	1500	400	173.49016806297004	NA
2021	BL	m	76-	2000	0	102.59828425571322	NA
2021	BL	m	76-	2500	600	386.56286386214197	NA
2021	BL	m	76-	300	0	3303.247387975976	288.2577233281918
2021	BL	m	76-	500	0	1132.713490481153	105.59024689998478
2021	BL	m	76-	1000	0	331.6129227948934	NA
2021	BL	m	76-	1500	400	250.9648124780506	NA
2021	BL	m	76-	2000	0	136.47035344697534	NA
2021	BL	m	76-	2500	600	195.14947970703244	NA
2021	BL	m	76-	300	0	364.6648385205865	NA
2021	BL	m	76-	500	0	119.7545574170351	NA
2021	BL	m	76-	1000	0	75.31201611362397	NA
2021	BL	m	76-	1500	400	22.979366081357004	NA
2021	BL	m	76-	2000	0	-0.6792257353663445	NA
2021	BL	m	76-	2500	600	70.46648932434618	NA
2021	BL	w	0-18	0	200	865.8517849633098	76.45820140000433
2021	BL	w	0-18	300	0	44835.84256367311	4011.3751314645633
2021	BL	w	0-18	1500	400	369.530866907835	NA
2021	BL	w	0-18	2500	600	935.3643858506531	87.326401039958
2021	BL	w	19-25	300	0	8089.833584898635	733.3611814538017
2021	BL	w	19-25	500	0	781.5429397188127	70.25580440927297
2021	BL	w	19-25	1000	0	350.4940434894711	NA
2021	BL	w	19-25	1500	400	928.1849625966698	82.25965365814045
2021	BL	w	19-25	2000	0	283.1115316168964	NA
2021	BL	w	19-25	2500	600	5404.301173392758	484.8090018546209
2021	BL	w	26-35	300	0	5676.576864584759	527.7336191092618
2021	BL	w	26-35	500	0	733.5491015467793	67.6701922970824
2021	BL	w	26-35	1000	0	387.27630319073796	NA
2021	BL	w	26-35	1500	400	583.6455920021981	54.142304700799286
2021	BL	w	26-35	2000	0	293.6855748608708	NA
2021	BL	w	26-35	2500	600	5150.169188953638	511.6880717915483
2021	BL	w	26-35	300	0	6637.21850275211	602.5174244944938
2021	BL	w	26-35	500	0	1378.9571259079128	125.86978752166033
2021	BL	w	26-35	1000	0	530.8829118832946	48.108053986448795
2021	BL	w	26-35	1500	400	534.3557024896145	55.16826782748103
2021	BL	w	26-35	2000	0	341.177494091019	NA
2021	BL	w	26-35	2500	600	7732.407961908952	727.2349801450036
2021	BL	w	36-45	300	0	7181.3382372065635	633.3722304925323
2021	BL	w	36-45	500	0	2031.1288314983249	176.59885895671323
2021	BL	w	36-45	1000	0	770.9715666119009	63.93024524115026
2021	BL	w	36-45	1500	400	1053.184681693092	89.15249139303342
2021	BL	w	36-45	2000	0	530.4271600674838	48.79512343276292
2021	BL	w	36-45	2500	600	8494.332942061648	781.3835752289742
2021	BL	w	36-45	300	0	7001.227721538171	611.9649830241688
2021	BL	w	36-45	500	0	1850.41326329872	161.92514952505007
2021	BL	w	36-45	1000	0	690.8239279948175	61.05123559944332
2021	BL	w	36-45	1500	400	1384.3385767287762	123.81663229083642
2021	BL	w	36-45	2000	0	653.9392694845795	61.106129134539515
2021	BL	w	36-45	2500	600	8281.83984850429	735.9121923474595
2021	BL	w	46-55	300	0	7168.308161641732	624.5651475214399
2021	BL	w	46-55	500	0	2824.3270054387303	243.57021615700796
2021	BL	w	46-55	1000	0	1107.3908294014632	102.68476528953761
2021	BL	w	46-55	1500	400	1368.7525023948401	119.0589412311092
2021	BL	w	46-55	2000	0	574.9532409813255	49.425309754442424
2021	BL	w	46-55	2500	600	6841.642382382378	608.0092455698177
2021	BL	w	46-55	300	0	9240.04325963661	798.8604747988284
2021	BL	w	46-55	500	0	3415.719142771438	286.4824228663929
2021	BL	w	46-55	1000	0	977.3828904200345	91.60201657842845
2021	BL	w	46-55	1500	400	1831.5354068242013	157.03065848862752
2021	BL	w	46-55	2000	0	712.3724996261299	58.62863779673353
2021	BL	w	46-55	2500	600	5756.670088465437	497.07173059880733
2021	BL	w	56-65	300	0	9110.834750362039	781.9581892928109
2021	BL	w	56-65	500	0	3736.837846213877	316.36919018859044
2021	BL	w	56-65	1000	0	892.3757894557715	75.56262016203254
2021	BL	w	56-65	1500	400	1673.7836922686547	146.7617108663544
2021	BL	w	56-65	2000	0	604.9486996941268	51.61322138365358
2021	BL	w	56-65	2500	600	4064.022270509526	357.0013319137506
2021	BL	w	56-65	300	0	7058.946680989191	603.8053410337307
2021	BL	w	56-65	500	0	3267.258142385632	274.53023354988545
2021	BL	w	56-65	1000	0	657.1346920114011	54.10795868327841
2021	BL	w	56-65	1500	400	1145.818876261115	97.49736428866163
2021	BL	w	56-65	2000	0	284.3513393159956	NA
2021	BL	w	56-65	2500	600	2207.2342757487295	196.21657394524664
2021	BL	w	66-75	300	0	5918.326158816069	509.63344055693597
2021	BL	w	66-75	500	0	2535.823148773983	214.0845634737052
2021	BL	w	66-75	1000	0	556.6005466245115	44.918957013171166
2021	BL	w	66-75	1500	400	750.50412796624	59.94864734215662
2021	BL	w	66-75	2000	0	338.9692057594657	NA
2021	BL	w	66-75	2500	600	1318.6232085049896	112.21347344480455
2021	BL	w	66-75	300	0	4505.995312785804	388.17079361435026
2021	BL	w	66-75	500	0	1916.4651290848851	164.6051064650528
2021	BL	w	66-75	1000	0	397.6916118375957	NA
2021	BL	w	66-75	1500	400	435.8613692801446	NA
2021	BL	w	66-75	2000	0	133.8288693856448	NA
2021	BL	w	66-75	2500	600	681.1672222084552	56.71188351465389
2021	BL	w	76-	300	0	3461.6429497526588	292.3236722275615
2021	BL	w	76-	500	0	1436.746812843308	121.85601035738364
2021	BL	w	76-	1000	0	301.28077057376504	NA
2021	BL	w	76-	1500	400	280.1505742762238	NA
2021	BL	w	76-	2000	0	74.28600214608014	NA
2021	BL	w	76-	2500	600	294.2530508674681	NA
2021	BL	w	76-	300	0	3576.82739017576	303.4960838435218
2021	BL	w	76-	500	0	1716.0565525479615	149.35650157975033
2021	BL	w	76-	1000	0	320.80976951122284	NA
2021	BL	w	76-	1500	400	235.1778700876236	NA
2021	BL	w	76-	2000	0	45.89966303855181	NA
2021	BL	w	76-	2500	600	282.8766459580511	NA
2021	BL	w	76-	300	0	534.4016566370427	53.37109792698175
2021	BL	w	76-	500	0	390.2257910580188	NA
2021	BL	w	76-	1000	0	47.93337806776166	NA
2021	BL	w	76-	1500	400	27.75447056107223	NA
2021	BL	w	76-	2500	600	5.882139293476939	NA
2021	BS	m	0-18	0	200	612.9798593737185	61.55457954760641
2021	BS	m	0-18	300	0	31708.261092772857	2941.7595409895293
2021	BS	m	0-18	1500	400	179.18934982143344	NA
2021	BS	m	0-18	2500	600	855.9180975352973	87.03567254869267
2021	BS	m	19-25	300	0	3694.27119779028	363.63167739706114
2021	BS	m	19-25	500	0	287.28399537317455	NA
2021	BS	m	19-25	1000	0	166.85948660463094	NA
2021	BS	m	19-25	1500	400	313.1090137772262	NA
2021	BS	m	19-25	2000	0	219.16936811618507	NA
2021	BS	m	19-25	2500	600	3353.8081952477246	333.99326306488365
2021	BS	m	26-35	300	0	3030.37818920888	291.1327778259292
2021	BS	m	26-35	500	0	345.4014553041756	NA
2021	BS	m	26-35	1000	0	280.5802693727612	NA
2021	BS	m	26-35	1500	400	424.42095008194445	42.25750023499131
2021	BS	m	26-35	2000	0	187.51053054772316	NA
2021	BS	m	26-35	2500	600	7979.174762257412	793.8123433906585
2021	BS	m	26-35	300	0	3751.942087435648	353.3413322637789
2021	BS	m	26-35	500	0	554.7839283626527	50.96405189996585
2021	BS	m	26-35	1000	0	316.0869317450374	NA
2021	BS	m	26-35	1500	400	443.28997278727593	NA
2021	BS	m	26-35	2000	0	325.77475567162037	NA
2021	BS	m	26-35	2500	600	14040.352892901674	1328.6265931217931
2021	BS	m	36-45	300	0	4124.626558342204	376.48861791100353
2021	BS	m	36-45	500	0	722.7906982380151	67.26669349428266
2021	BS	m	36-45	1000	0	298.61710976213215	NA
2021	BS	m	36-45	1500	400	577.4376405670494	52.36501473328099
2021	BS	m	36-45	2000	0	461.6611051572114	42.627927486784756
2021	BS	m	36-45	2500	600	12414.223871423528	1174.6692939465865
2021	BS	m	36-45	300	0	3624.179549438879	328.1827882854268
2021	BS	m	36-45	500	0	714.175832502246	59.076861455570906
2021	BS	m	36-45	1000	0	388.5467324306071	NA
2021	BS	m	36-45	1500	400	781.0886058695614	69.80446162354201
2021	BS	m	36-45	2000	0	469.9969342254102	43.15491354698315
2021	BS	m	36-45	2500	600	9712.80991139017	892.9734642873518
2021	BS	m	46-55	300	0	3185.336642357707	293.4954172153957
